city,trips_in_first_30_days,signup_date,avg_rating_of_driver,avg_surge,last_trip_date,phone,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver
Winterfell,0,2014-01-22,5.0,1.0,2014-04-13,Android,0.0,False,0.0,3.93,5.0
King's Landing,2,2014-01-17,4.8,1.3,2014-06-19,iPhone,36.4,True,63.6,6.04,4.9
King's Landing,9,2014-01-11,4.4,1.05,2014-06-24,iPhone,11.1,True,70.4,3.07,4.7
Winterfell,7,2014-01-03,4.9,1.05,2014-05-31,iPhone,9.1,False,90.9,9.54,4.7
Winterfell,27,2014-01-14,4.8,1.04,2014-06-08,iPhone,5.6,True,73.2,14.55,4.7
Winterfell,0,2014-01-12,4.0,1.0,2014-06-27,iPhone,0.0,True,33.3,16.03,3.7
Winterfell,0,2014-01-17,4.0,1.0,2014-06-29,iPhone,0.0,False,0.0,26.23,2.0
Astapor,2,2014-01-10,,1.0,2014-06-11,iPhone,0.0,True,100.0,15.87,5.0
Winterfell,6,2014-01-20,4.8,1.31,2014-03-23,iPhone,25.0,False,25.0,2.39,4.6
Winterfell,0,2014-01-26,,1.0,2014-03-30,iPhone,0.0,True,0.0,3.52,5.0
Winterfell,0,2014-01-30,5.0,2.0,2014-06-15,iPhone,100.0,True,0.0,3.21,5.0
King's Landing,12,2014-01-15,4.8,1.03,2014-05-20,Android,3.7,True,70.4,3.9,4.8
King's Landing,1,2014-01-26,4.0,1.0,2014-01-28,iPhone,0.0,False,100.0,2.32,5.0
Astapor,2,2014-01-22,,1.0,2014-06-30,iPhone,0.0,True,100.0,6.94,5.0
Winterfell,0,2014-01-02,5.0,1.0,2014-05-27,iPhone,0.0,False,50.0,6.91,5.0
Astapor,0,2014-01-18,5.0,1.0,2014-05-16,Android,0.0,False,100.0,2.88,5.0
Astapor,4,2014-01-04,4.0,1.3,2014-04-03,iPhone,10.0,False,70.0,3.0,4.9
King's Landing,0,2014-01-20,4.5,1.33,2014-04-27,iPhone,66.7,False,0.0,2.7,3.7
Astapor,6,2014-01-20,4.3,1.11,2014-05-03,Android,12.5,False,87.5,2.66,4.6
Winterfell,2,2014-01-14,5.0,1.0,2014-03-19,iPhone,0.0,False,100.0,5.4,4.7
King's Landing,0,2014-01-06,,1.0,2014-03-02,iPhone,0.0,False,0.0,2.21,5.0
Astapor,0,2014-01-06,5.0,1.0,2014-06-29,iPhone,0.0,False,55.6,4.46,4.9
Winterfell,2,2014-01-06,5.0,1.0,2014-04-25,Android,0.0,False,100.0,7.54,5.0
Winterfell,10,2014-01-10,4.3,1.0,2014-06-05,iPhone,0.0,False,83.3,5.22,4.3
Astapor,1,2014-01-19,4.0,1.0,2014-01-20,Android,0.0,False,100.0,12.55,5.0
Astapor,0,2014-01-06,2.0,1.0,2014-02-22,iPhone,0.0,False,50.0,2.38,5.0
King's Landing,0,2014-01-21,5.0,1.08,2014-06-22,iPhone,11.1,True,77.8,2.83,4.9
Astapor,3,2014-01-06,4.7,1.0,2014-01-12,Android,0.0,False,66.7,3.7199999999999998,5.0
Winterfell,1,2014-01-26,,1.0,2014-01-26,Android,0.0,False,0.0,0.02,5.0
Winterfell,0,2014-01-31,5.0,2.5,2014-03-16,Android,100.0,False,0.0,7.65,4.5
King's Landing,1,2014-01-03,5.0,1.0,2014-06-03,iPhone,0.0,False,100.0,1.45,5.0
Astapor,0,2014-01-24,5.0,1.0,2014-03-11,Android,0.0,False,100.0,1.21,5.0
Astapor,3,2014-01-10,4.0,1.0,2014-04-26,iPhone,0.0,True,25.0,3.29,4.5
Astapor,1,2014-01-25,,1.0,2014-02-15,iPhone,0.0,True,0.0,16.05,5.0
King's Landing,5,2014-01-26,5.0,1.0,2014-06-12,iPhone,0.0,True,91.7,4.38,4.9
Winterfell,2,2014-01-26,5.0,1.0,2014-01-27,iPhone,0.0,False,0.0,1.22,4.5
Winterfell,0,2014-01-20,,1.25,2014-02-21,Android,100.0,False,100.0,16.64,5.0
King's Landing,2,2014-01-21,4.7,1.05,2014-06-29,iPhone,10.0,False,70.0,2.23,5.0
Winterfell,0,2014-01-25,,1.0,2014-05-10,Android,0.0,False,100.0,4.09,5.0
Winterfell,12,2014-01-27,4.1,1.0,2014-06-24,iPhone,0.0,True,76.5,2.31,4.6
Winterfell,0,2014-01-17,5.0,1.0,2014-05-11,Android,0.0,True,60.0,1.58,5.0
Winterfell,0,2014-01-31,4.8,1.0,2014-06-22,iPhone,0.0,True,50.0,7.42,5.0
King's Landing,3,2014-01-31,4.6,1.1400000000000001,2014-06-29,iPhone,22.2,True,22.2,2.91,4.8
Winterfell,1,2014-01-19,,1.0,2014-01-19,iPhone,0.0,False,0.0,16.65,5.0
King's Landing,2,2014-01-27,5.0,1.0,2014-02-12,iPhone,0.0,False,100.0,1.5899999999999999,4.5
Astapor,1,2014-01-23,5.0,1.0,2014-04-04,iPhone,0.0,True,100.0,5.95,5.0
Winterfell,2,2014-01-11,5.0,1.0,2014-06-26,iPhone,0.0,True,75.0,14.26,4.8
Astapor,0,2014-01-15,5.0,1.0,2014-03-28,Android,0.0,False,100.0,5.26,5.0
King's Landing,0,2014-01-05,,1.5,2014-06-13,iPhone,100.0,False,100.0,1.96,5.0
Astapor,2,2014-01-05,5.0,1.0,2014-06-28,iPhone,0.0,True,33.3,5.42,4.7
Winterfell,8,2014-01-31,4.6,1.06,2014-06-22,iPhone,6.7,True,60.0,1.9100000000000001,4.5
King's Landing,1,2014-01-24,5.0,1.0,2014-01-25,iPhone,0.0,False,100.0,2.29,5.0
Astapor,1,2014-01-01,5.0,1.0,2014-04-04,iPhone,0.0,True,66.7,2.05,5.0
King's Landing,19,2014-01-19,4.9,1.08,2014-06-30,iPhone,13.5,True,53.2,2.04,4.9
Winterfell,0,2014-01-18,5.0,1.0,2014-05-17,iPhone,0.0,True,60.0,6.25,5.0
King's Landing,0,2014-01-04,5.0,1.0,2014-06-22,iPhone,0.0,False,50.0,6.94,5.0
King's Landing,0,2014-01-24,5.0,1.0,2014-06-30,iPhone,0.0,False,100.0,8.73,5.0
Astapor,0,2014-01-19,,1.0,2014-05-02,Android,0.0,False,100.0,2.92,5.0
Astapor,2,2014-01-18,5.0,1.0,2014-01-20,Android,0.0,True,0.0,2.07,5.0
Winterfell,0,2014-01-25,4.2,1.01,2014-06-28,iPhone,2.3,False,77.3,8.67,4.5
King's Landing,53,2014-01-11,4.7,1.0,2014-04-23,Android,0.0,True,67.2,3.5,5.0
Winterfell,1,2014-01-27,5.0,1.0,2014-03-25,Android,0.0,True,100.0,1.6099999999999999,5.0
Astapor,3,2014-01-14,4.0,1.0,2014-01-16,iPhone,0.0,True,100.0,7.5,4.7
Winterfell,1,2014-01-11,5.0,1.0,2014-01-12,iPhone,0.0,False,0.0,1.05,5.0
Winterfell,2,2014-01-14,4.8,1.45,2014-06-30,iPhone,30.0,True,100.0,11.31,5.0
Astapor,0,2014-01-21,,1.0,2014-06-17,iPhone,0.0,True,100.0,12.66,5.0
Winterfell,2,2014-01-30,5.0,1.31,2014-06-13,iPhone,25.0,False,75.0,4.43,4.0
Winterfell,1,2014-01-12,5.0,1.0,2014-01-12,Android,0.0,True,0.0,18.49,5.0
King's Landing,3,2014-01-20,4.9,1.0,2014-06-05,iPhone,0.0,False,100.0,4.3,5.0
Astapor,1,2014-01-24,,1.75,2014-01-25,iPhone,100.0,False,100.0,2.29,5.0
Winterfell,0,2014-01-01,,1.0,2014-06-12,iPhone,0.0,True,100.0,4.6,5.0
Astapor,0,2014-01-12,5.0,1.0,2014-06-01,iPhone,0.0,True,25.0,2.12,5.0
Winterfell,2,2014-01-06,5.0,1.0,2014-01-06,Android,0.0,False,100.0,3.5300000000000002,5.0
Astapor,1,2014-01-23,3.0,1.0,2014-01-23,iPhone,0.0,True,100.0,13.58,5.0
Winterfell,4,2014-01-10,4.7,1.04,2014-06-28,iPhone,4.8,True,33.3,5.92,4.8
Astapor,0,2014-01-25,5.0,1.25,2014-05-24,iPhone,100.0,False,100.0,0.91,5.0
Astapor,0,2014-01-13,4.8,1.03,2014-06-12,iPhone,3.2,True,48.4,3.06,4.7
King's Landing,1,2014-01-14,5.0,1.0,2014-04-13,Android,0.0,True,50.0,5.07,5.0
King's Landing,0,2014-01-06,3.0,1.0,2014-06-29,iPhone,0.0,True,50.0,19.16,5.0
King's Landing,1,2014-01-24,5.0,1.0,2014-06-06,iPhone,0.0,False,100.0,5.86,4.7
Winterfell,0,2014-01-30,,1.0,2014-03-12,Android,0.0,False,100.0,0.47000000000000003,4.0
King's Landing,1,2014-01-15,5.0,1.04,2014-06-23,iPhone,16.7,True,33.3,2.88,5.0
King's Landing,4,2014-01-26,5.0,1.0,2014-06-22,iPhone,0.0,True,60.0,16.67,5.0
King's Landing,1,2014-01-14,5.0,1.0,2014-06-13,iPhone,0.0,True,100.0,14.18,5.0
Winterfell,1,2014-01-11,,1.0,2014-01-19,iPhone,0.0,False,0.0,2.62,5.0
Winterfell,0,2014-01-10,,1.0,2014-03-08,Android,0.0,True,100.0,22.53,5.0
Astapor,19,2014-01-02,4.9,1.15,2014-06-25,iPhone,17.9,False,47.8,1.62,4.7
Astapor,1,2014-01-17,5.0,1.0,2014-05-30,Android,0.0,False,100.0,2.15,5.0
Astapor,0,2014-01-04,5.0,2.5,2014-06-15,iPhone,100.0,False,0.0,3.68,5.0
Astapor,1,2014-01-08,,1.0,2014-01-29,iPhone,0.0,True,100.0,15.87,5.0
Astapor,1,2014-01-10,5.0,1.0,2014-01-10,iPhone,0.0,True,100.0,26.5,5.0
King's Landing,7,2014-01-17,4.0,1.1400000000000001,2014-01-31,iPhone,14.3,False,85.7,7.11,5.0
Winterfell,3,2014-01-12,3.3,1.17,2014-02-02,Android,33.3,False,0.0,1.81,5.0
Winterfell,25,2014-01-05,4.3,1.12,2014-06-30,iPhone,9.5,True,52.6,2.17,4.5
Astapor,0,2014-01-14,5.0,1.0,2014-06-16,iPhone,0.0,False,100.0,3.63,5.0
Astapor,0,2014-01-13,,1.0,2014-05-03,Android,0.0,False,100.0,19.26,5.0
Winterfell,1,2014-01-26,5.0,1.0,2014-03-09,Android,0.0,False,50.0,1.13,5.0
Winterfell,0,2014-01-13,,1.0,2014-05-31,iPhone,0.0,False,100.0,15.96,5.0
Winterfell,1,2014-01-15,5.0,1.0,2014-01-17,iPhone,0.0,False,100.0,15.0,5.0
King's Landing,0,2014-01-26,5.0,1.0,2014-05-26,Android,0.0,False,100.0,14.26,5.0
Astapor,1,2014-01-06,2.0,1.0,2014-01-06,iPhone,0.0,True,100.0,8.33,5.0
King's Landing,3,2014-01-05,5.0,1.06,2014-06-22,iPhone,6.3,True,12.5,4.59,4.8
Winterfell,0,2014-01-24,5.0,1.0,2014-06-26,iPhone,0.0,True,100.0,5.17,5.0
King's Landing,8,2014-01-14,4.8,1.13,2014-06-20,iPhone,15.8,False,57.9,2.95,5.0
Astapor,2,2014-01-09,1.0,1.0,2014-03-16,Android,0.0,False,60.0,4.19,5.0
Astapor,1,2014-01-25,4.7,1.0,2014-05-18,Android,0.0,True,29.4,2.05,4.4
Astapor,1,2014-01-31,4.5,1.0,2014-06-17,iPhone,0.0,True,75.0,2.85,5.0
Astapor,1,2014-01-04,2.0,1.13,2014-02-19,iPhone,50.0,False,50.0,5.28,3.0
Astapor,0,2014-01-02,,1.0,2014-02-23,Android,0.0,True,0.0,1.0,5.0
Astapor,2,2014-01-02,5.0,1.0,2014-01-02,iPhone,0.0,False,100.0,3.46,5.0
Winterfell,0,2014-01-31,,1.0,2014-03-30,Android,0.0,False,0.0,16.96,5.0
Astapor,2,2014-01-16,5.0,1.0,2014-01-17,iPhone,0.0,False,100.0,3.23,5.0
Astapor,1,2014-01-24,,1.75,2014-02-07,iPhone,100.0,False,100.0,9.94,5.0
Winterfell,5,2014-01-05,3.7,1.27,2014-06-29,iPhone,38.5,True,23.1,2.39,4.8
Winterfell,0,2014-01-18,5.0,1.0,2014-03-09,iPhone,0.0,False,0.0,0.58,5.0
Winterfell,7,2014-01-13,4.8,1.04,2014-05-10,iPhone,2.8,True,61.1,13.0,4.6
Astapor,0,2014-01-07,,1.0,2014-02-23,iPhone,0.0,False,0.0,4.83,5.0
King's Landing,10,2014-01-28,3.9,1.09,2014-06-30,Android,18.2,True,77.9,1.87,4.5
King's Landing,1,2014-01-28,,1.0,2014-01-29,iPhone,0.0,False,100.0,11.11,5.0
King's Landing,7,2014-01-09,4.6,1.1,2014-06-22,iPhone,15.4,False,46.2,4.49,4.8
Astapor,1,2014-01-22,4.7,1.01,2014-07-01,iPhone,2.0,True,74.0,2.51,4.7
Winterfell,0,2014-01-02,5.0,1.0,2014-06-04,Android,0.0,False,100.0,25.51,3.5
Winterfell,0,2014-01-12,,1.0,2014-06-28,Android,0.0,True,0.0,3.85,2.0
Winterfell,0,2014-01-15,,1.0,2014-06-01,iPhone,0.0,False,0.0,3.39,5.0
Winterfell,34,2014-01-19,5.0,1.05,2014-07-01,iPhone,6.0,False,60.4,3.96,4.8
King's Landing,0,2014-01-16,,1.25,2014-05-19,iPhone,50.0,True,50.0,2.59,5.0
King's Landing,1,2014-01-31,4.7,1.11,2014-06-29,iPhone,14.3,False,42.9,4.08,4.6
King's Landing,1,2014-01-30,5.0,1.0,2014-02-01,Android,0.0,False,100.0,12.89,5.0
Winterfell,1,2014-01-13,4.4,1.0,2014-05-07,Android,0.0,False,37.5,13.66,4.6
Winterfell,1,2014-01-30,,1.0,2014-02-02,iPhone,0.0,True,0.0,1.9100000000000001,5.0
Winterfell,0,2014-01-05,5.0,1.0,2014-05-07,iPhone,0.0,True,90.0,3.86,5.0
King's Landing,11,2014-01-18,4.9,1.0,2014-06-21,iPhone,0.0,False,87.3,3.18,4.8
Astapor,0,2014-01-19,5.0,1.0,2014-05-28,iPhone,0.0,True,100.0,8.75,4.0
Winterfell,0,2014-01-09,,1.06,2014-06-29,iPhone,25.0,False,25.0,3.5700000000000003,4.5
King's Landing,2,2014-01-25,4.5,1.07,2014-06-08,iPhone,14.3,True,28.6,4.69,4.9
Astapor,9,2014-01-10,4.4,1.56,2014-05-04,iPhone,58.3,False,41.7,2.93,4.6
King's Landing,4,2014-01-21,4.1,1.25,2014-06-02,Android,22.2,False,77.8,3.63,5.0
Winterfell,1,2014-01-12,5.0,1.0,2014-01-13,Android,0.0,False,100.0,13.94,5.0
Winterfell,0,2014-01-06,4.8,1.0,2014-03-29,iPhone,0.0,True,42.9,2.83,5.0
Astapor,2,2014-01-16,5.0,1.0,2014-05-11,iPhone,0.0,True,66.7,1.27,5.0
Winterfell,0,2014-01-24,5.0,1.0,2014-03-02,Android,0.0,True,0.0,3.4,5.0
Winterfell,2,2014-01-04,5.0,1.0,2014-06-14,iPhone,0.0,True,25.0,2.9699999999999998,4.5
Winterfell,1,2014-01-09,5.0,1.0,2014-06-20,iPhone,0.0,False,100.0,10.68,5.0
Winterfell,7,2014-01-07,4.9,1.08,2014-06-21,iPhone,8.3,True,77.1,5.71,4.5
Astapor,4,2014-01-31,5.0,1.02,2014-06-20,Android,6.3,False,68.8,2.17,4.9
Astapor,1,2014-01-18,,1.25,2014-01-19,iPhone,100.0,False,0.0,3.61,5.0
Winterfell,2,2014-01-11,5.0,1.0,2014-01-18,Android,0.0,True,100.0,15.94,4.5
Winterfell,2,2014-01-11,4.0,1.16,2014-06-22,iPhone,7.1,True,35.7,4.21,4.6
Astapor,3,2014-01-18,5.0,1.0,2014-05-25,Android,0.0,False,50.0,3.76,4.3
Astapor,1,2014-01-30,4.0,1.0,2014-02-01,iPhone,0.0,False,100.0,3.52,5.0
Winterfell,3,2014-01-18,4.4,1.35,2014-06-07,iPhone,40.0,False,10.0,4.48,4.4
Winterfell,1,2014-01-26,5.0,1.0,2014-01-26,Android,0.0,False,0.0,1.42,5.0
King's Landing,8,2014-01-17,5.0,1.11,2014-06-21,iPhone,22.2,True,88.9,3.48,5.0
Winterfell,5,2014-01-25,4.7,1.1,2014-06-30,iPhone,11.8,True,70.6,2.37,4.6
Astapor,1,2014-01-27,,1.0,2014-02-06,Android,0.0,True,100.0,0.45,5.0
King's Landing,2,2014-01-28,3.3,1.0,2014-06-14,Android,0.0,True,66.7,5.1,5.0
King's Landing,0,2014-01-18,,1.0,2014-04-20,iPhone,0.0,False,0.0,1.13,5.0
Winterfell,0,2014-01-27,5.0,1.0,2014-03-01,Android,0.0,False,100.0,3.7199999999999998,5.0
King's Landing,0,2014-01-19,5.0,1.0,2014-06-05,iPhone,0.0,False,100.0,2.3,5.0
Winterfell,0,2014-01-30,5.0,1.0,2014-06-19,iPhone,0.0,False,75.0,3.49,5.0
King's Landing,3,2014-01-21,5.0,1.0,2014-06-27,Android,0.0,True,78.6,6.37,5.0
Winterfell,2,2014-01-22,5.0,1.0,2014-05-18,iPhone,0.0,False,50.0,3.34,5.0
Astapor,0,2014-01-04,5.0,1.0,2014-02-09,iPhone,0.0,True,50.0,3.93,4.0
Winterfell,8,2014-01-15,4.6,1.02,2014-06-18,iPhone,2.6,True,60.5,4.85,4.9
Astapor,0,2014-01-01,4.6,1.25,2014-06-27,iPhone,28.6,False,71.4,5.38,4.9
Winterfell,0,2014-01-24,5.0,1.0,2014-06-27,iPhone,0.0,True,87.5,9.09,4.8
Astapor,1,2014-01-01,5.0,1.08,2014-05-30,Android,16.7,True,33.3,4.8100000000000005,4.8
Winterfell,1,2014-01-25,,1.0,2014-01-26,Android,0.0,True,0.0,5.28,5.0
King's Landing,9,2014-01-25,5.0,1.02,2014-06-30,iPhone,3.6,False,70.9,1.96,4.9
Winterfell,26,2014-01-14,5.0,1.0,2014-05-05,Android,0.0,False,84.4,2.81,4.5
Astapor,1,2014-01-23,,1.0,2014-01-23,Android,0.0,False,100.0,9.62,5.0
Winterfell,6,2014-01-18,4.3,1.0,2014-06-29,iPhone,0.0,True,53.8,4.43,4.5
Winterfell,0,2014-01-02,5.0,1.0,2014-05-04,Android,0.0,False,50.0,9.86,4.0
Winterfell,9,2014-01-22,4.5,1.0,2014-06-13,iPhone,0.0,False,60.0,1.9300000000000002,4.7
Winterfell,4,2014-01-07,5.0,1.0,2014-03-18,iPhone,0.0,True,100.0,8.52,4.6
Astapor,0,2014-01-27,4.3,1.19,2014-05-29,iPhone,25.0,False,50.0,8.69,5.0
Astapor,0,2014-01-18,,1.0,2014-06-02,Android,0.0,False,100.0,6.51,5.0
Winterfell,0,2014-01-30,5.0,1.0,2014-06-30,iPhone,0.0,True,0.0,0.8,4.5
Astapor,4,2014-01-31,5.0,1.0,2014-06-18,iPhone,0.0,True,33.3,1.46,4.9
Astapor,1,2014-01-01,,1.0,2014-01-11,Android,0.0,True,0.0,2.2,5.0
King's Landing,1,2014-01-05,4.8,1.22,2014-06-28,iPhone,29.4,False,47.1,2.05,5.0
Astapor,1,2014-01-25,3.0,1.0,2014-02-22,iPhone,0.0,True,0.0,4.53,5.0
Winterfell,5,2014-01-20,4.8,1.0,2014-05-01,iPhone,0.0,False,76.7,3.77,4.8
Winterfell,1,2014-01-18,4.0,1.0,2014-01-19,iPhone,0.0,False,0.0,5.83,5.0
Winterfell,1,2014-01-17,5.0,1.0,2014-03-01,Android,0.0,True,50.0,5.18,5.0
Winterfell,2,2014-01-17,5.0,1.0,2014-01-18,Android,0.0,True,50.0,6.95,5.0
King's Landing,0,2014-01-02,4.0,1.0,2014-06-17,iPhone,0.0,False,75.0,3.47,5.0
Winterfell,3,2014-01-30,3.0,1.0,2014-06-09,iPhone,0.0,True,100.0,5.23,4.3
Astapor,0,2014-01-23,5.0,1.0,2014-05-14,Android,0.0,False,100.0,9.58,5.0
Winterfell,10,2014-01-24,4.5,1.02,2014-06-20,Android,4.3,False,82.6,2.47,4.8
King's Landing,4,2014-01-16,4.0,1.67,2014-04-25,iPhone,66.7,False,100.0,2.2800000000000002,4.7
Astapor,0,2014-01-01,5.0,1.0,2014-03-22,iPhone,0.0,False,100.0,21.94,5.0
Astapor,1,2014-01-31,4.0,1.0,2014-02-01,Android,0.0,False,100.0,9.61,5.0
King's Landing,3,2014-01-24,5.0,1.0,2014-06-13,Android,0.0,True,50.0,1.42,4.8
Astapor,0,2014-01-09,5.0,1.0,2014-06-21,iPhone,0.0,False,0.0,5.35,5.0
Astapor,2,2014-01-11,5.0,1.0,2014-01-11,Android,0.0,True,0.0,6.21,5.0
Astapor,3,2014-01-23,4.5,1.33,2014-01-26,iPhone,33.3,False,33.3,1.96,5.0
Astapor,0,2014-01-12,5.0,1.0,2014-03-30,Android,0.0,False,0.0,4.72,5.0
King's Landing,5,2014-01-11,4.5,1.0,2014-05-17,Android,0.0,False,16.7,4.49,4.8
Astapor,1,2014-01-04,5.0,1.13,2014-04-26,iPhone,50.0,False,25.0,2.9699999999999998,4.5
Winterfell,0,2014-01-21,4.5,1.09,2014-06-15,Android,12.5,False,0.0,6.64,4.8
Astapor,2,2014-01-11,5.0,1.55,2014-05-04,iPhone,40.0,False,0.0,2.17,4.5
Winterfell,1,2014-01-26,4.0,1.0,2014-04-04,iPhone,0.0,True,40.0,1.5,4.6
King's Landing,5,2014-01-22,4.9,1.0,2014-06-28,iPhone,0.0,True,31.6,4.07,4.7
Winterfell,2,2014-01-30,5.0,1.0,2014-02-16,iPhone,0.0,False,50.0,6.31,5.0
Winterfell,1,2014-01-25,2.5,1.0,2014-05-01,Android,0.0,False,85.7,1.94,4.9
Winterfell,1,2014-01-23,5.0,1.0,2014-06-06,Android,0.0,False,100.0,6.42,5.0
Winterfell,2,2014-01-09,5.0,1.0,2014-01-23,Android,0.0,True,50.0,5.89,5.0
Astapor,0,2014-01-12,5.0,1.0,2014-06-24,iPhone,0.0,True,100.0,3.5,5.0
Winterfell,1,2014-01-15,5.0,1.0,2014-04-30,Android,0.0,False,50.0,5.99,5.0
Winterfell,5,2014-01-31,4.8,1.07,2014-06-30,Android,7.1,False,100.0,2.99,4.8
Winterfell,1,2014-01-23,,1.0,2014-02-07,,0.0,True,100.0,6.44,5.0
Winterfell,2,2014-01-11,5.0,1.3599999999999999,2014-02-23,iPhone,28.6,False,28.6,2.34,4.6
Winterfell,2,2014-01-26,5.0,1.0,2014-06-07,Android,0.0,True,0.0,4.08,5.0
Astapor,0,2014-01-30,5.0,1.0,2014-05-30,iPhone,0.0,True,100.0,1.79,5.0
Astapor,0,2014-01-10,,4.0,2014-03-02,iPhone,100.0,False,0.0,1.4,5.0
King's Landing,0,2014-01-27,4.0,1.0,2014-06-22,iPhone,0.0,False,0.0,1.3599999999999999,4.5
Winterfell,3,2014-01-24,5.0,1.0,2014-05-18,Android,0.0,True,0.0,6.54,3.8
Astapor,2,2014-01-14,4.0,1.0,2014-01-23,iPhone,0.0,False,100.0,6.48,4.5
Winterfell,0,2014-01-30,5.0,1.25,2014-04-16,iPhone,50.0,True,100.0,3.65,5.0
Astapor,0,2014-01-13,,1.0,2014-03-14,iPhone,0.0,True,100.0,6.87,3.0
Winterfell,4,2014-01-31,4.9,1.1,2014-06-29,iPhone,5.6,False,55.6,5.01,4.8
Astapor,0,2014-01-15,5.0,1.0,2014-06-12,Android,0.0,True,100.0,8.39,5.0
King's Landing,3,2014-01-19,4.7,1.0,2014-06-11,iPhone,0.0,True,85.7,15.3,4.9
Winterfell,2,2014-01-08,4.9,1.0,2014-05-11,Android,0.0,False,69.2,3.19,5.0
Astapor,0,2014-01-07,5.0,1.0,2014-06-05,iPhone,0.0,True,100.0,3.71,5.0
King's Landing,1,2014-01-26,5.0,1.0,2014-06-24,iPhone,0.0,True,100.0,11.33,5.0
Winterfell,1,2014-01-03,,1.0,2014-06-18,iPhone,0.0,False,100.0,8.15,5.0
Winterfell,1,2014-01-17,5.0,1.0,2014-03-22,iPhone,0.0,False,100.0,5.95,5.0
Astapor,13,2014-01-28,4.8,1.03,2014-06-04,iPhone,11.4,True,91.4,4.27,4.9
Astapor,2,2014-01-19,5.0,1.0,2014-01-22,iPhone,0.0,False,100.0,73.88,3.0
Winterfell,1,2014-01-21,,1.0,2014-01-21,iPhone,0.0,False,100.0,0.0,5.0
Winterfell,1,2014-01-18,5.0,1.0,2014-01-19,Android,0.0,False,0.0,3.54,5.0
Astapor,1,2014-01-09,5.0,1.0,2014-03-04,iPhone,0.0,True,100.0,2.74,5.0
Winterfell,0,2014-01-20,,1.0,2014-05-20,iPhone,0.0,False,100.0,8.38,5.0
Winterfell,0,2014-01-11,,1.0,2014-05-18,Android,0.0,False,0.0,16.45,5.0
Winterfell,1,2014-01-28,5.0,1.0,2014-06-28,Android,0.0,True,78.6,4.57,4.9
Winterfell,1,2014-01-24,,1.0,2014-02-22,Android,0.0,False,100.0,4.84,4.0
King's Landing,1,2014-01-30,5.0,2.75,2014-02-16,iPhone,100.0,False,0.0,5.33,5.0
Winterfell,3,2014-01-29,5.0,1.0,2014-02-17,iPhone,0.0,True,66.7,17.06,4.7
King's Landing,1,2014-01-01,5.0,1.0,2014-01-03,Android,0.0,False,100.0,2.55,5.0
Astapor,0,2014-01-25,5.0,1.11,2014-06-23,iPhone,14.3,True,14.3,3.83,4.7
Astapor,1,2014-01-25,5.0,1.0,2014-01-25,Android,0.0,True,0.0,1.87,5.0
Astapor,0,2014-01-10,5.0,1.0,2014-04-18,Android,0.0,False,100.0,2.04,5.0
Winterfell,0,2014-01-15,5.0,1.0,2014-05-17,Android,0.0,False,25.0,2.25,4.0
Winterfell,1,2014-01-11,5.0,1.07,2014-06-29,iPhone,6.7,True,53.3,4.34,4.6
Astapor,2,2014-01-15,5.0,1.0,2014-01-31,iPhone,0.0,True,100.0,1.05,5.0
Winterfell,0,2014-01-03,5.0,1.0,2014-03-02,iPhone,0.0,False,0.0,1.12,5.0
King's Landing,0,2014-01-30,,1.0,2014-04-05,iPhone,0.0,True,100.0,14.28,5.0
Astapor,0,2014-01-25,5.0,1.0,2014-04-13,iPhone,0.0,False,0.0,5.06,5.0
King's Landing,1,2014-01-19,,1.0,2014-01-24,iPhone,0.0,True,100.0,15.4,5.0
Winterfell,4,2014-01-06,4.7,1.0,2014-02-21,iPhone,0.0,False,100.0,1.92,4.0
Winterfell,0,2014-01-12,5.0,1.0,2014-02-24,iPhone,0.0,False,100.0,8.95,5.0
Winterfell,1,2014-01-06,4.0,1.75,2014-06-29,iPhone,50.0,False,50.0,4.61,5.0
King's Landing,0,2014-01-26,4.9,1.07,2014-06-26,iPhone,6.7,True,80.0,10.1,4.9
Astapor,3,2014-01-11,4.3,1.5,2014-01-16,iPhone,66.7,False,100.0,1.38,4.7
King's Landing,1,2014-01-11,5.0,1.0,2014-01-12,Android,0.0,False,0.0,1.26,5.0
Astapor,3,2014-01-31,4.7,1.0,2014-02-21,iPhone,0.0,False,100.0,4.61,5.0
King's Landing,1,2014-01-07,5.0,1.31,2014-06-26,iPhone,50.0,False,75.0,1.5899999999999999,4.3
Winterfell,3,2014-01-04,4.3,1.0,2014-06-28,iPhone,0.0,False,53.8,2.99,4.8
Winterfell,2,2014-01-23,3.0,1.75,2014-02-16,Android,50.0,False,50.0,6.78,3.0
King's Landing,3,2014-01-28,4.7,1.03,2014-06-13,iPhone,12.5,False,62.5,1.9500000000000002,4.5
Winterfell,0,2014-01-31,4.0,1.0,2014-04-06,iPhone,0.0,False,0.0,1.5,5.0
Winterfell,3,2014-01-18,5.0,1.0,2014-05-31,Android,0.0,False,71.4,7.19,4.9
Astapor,1,2014-01-31,5.0,1.0,2014-04-04,Android,0.0,True,100.0,7.12,4.7
Astapor,0,2014-01-20,,1.0,2014-06-05,iPhone,0.0,True,100.0,6.4,5.0
King's Landing,0,2014-01-20,5.0,1.0,2014-06-30,iPhone,0.0,False,0.0,11.43,5.0
Winterfell,3,2014-01-15,4.7,1.0,2014-01-27,Android,0.0,False,100.0,7.86,5.0
